listing_url,asking_price_in_usd,expensas_in_ars,latitude,longitude,google_maps,photos,whatsapp,published_on,disposición,luminoso,orientación,superficietotal,superficiecubierta,ambientes,dormitorio,baño,antigüedad,aptoprofesional,cantidadplantas,superficiesemicubiertam²,dormitorios,baños,aptocrédito,parrilla,pileta,solarium,promotiondescription,toilette,ambiente,permitemascotas,departamentosporpiso,cantidadpisosenedificio,gimnasio,cochera,hidromasaje,usocomercial,cantidaddeascensores,accesoparapersonasconmovilidadreducida,frentedelterrenomts,largodelterrenomts,coberturacochera,cantidaddedepartamentos,cantidaddecocheras,cantidaddelocalescomerciales,cantidaddeoficinas,saladejuegos,cocheras,estadodelinmueble,categoríadeledificio,estadodeledificio,etapa,tipoedificio,permitemenoresde12,cantidaddormitorios
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-4-ambientes-palermo-50742391.html,125000,18195.0,-34.598541,-58.42328429999999,"https://maps.google.com/?q=-34.598541,-58.42328429999999","['https://imgar.zonapropcdn.com/avisos/1/00/50/74/23/91/1200x1200/1842760211.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/50/74/23/91/1200x1200/1855359190.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/74/23/91/1200x1200/1888380565.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/74/23/91/1200x1200/1844906753.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/74/23/91/1200x1200/1842760226.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/74/23/91/1200x1200/1842760219.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/74/23/91/1200x1200/1842760213.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/50/74/23/91/1200x1200/1855359191.jpg']",5491149143686,21-12-2023,Frente,,,73,69,4,,,50,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-emprendimiento-boulevard-boutique-ubicado-en-las-49695632.html,112488,,-34.570789,-58.431777,"https://maps.google.com/?q=-34.570789,-58.431777","['https://imgar.zonapropcdn.com/avisos/1/00/49/69/56/32/1200x1200/1809266271.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/56/32/1200x1200/1809266269.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/56/32/1200x1200/1809266265.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/56/32/1200x1200/1809266264.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/56/32/1200x1200/1809266260.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/56/32/1200x1200/1809266270.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/56/32/1200x1200/1886253308.jpg']",5491147871000,18-01-2024,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,,2,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-en-pozo-2-amb-palermo-unico-matienzo-52328890.html,106541,,-34.5726452,-58.4396186,"https://maps.google.com/?q=-34.5726452,-58.4396186","['https://imgar.zonapropcdn.com/avisos/resize/1/00/52/32/88/90/1200x1200/1881256634.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/52/32/88/90/1200x1200/1881256633.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/52/32/88/90/1200x1200/1881256630.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/52/32/88/90/1200x1200/1881256632.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/52/32/88/90/1200x1200/1881256629.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/52/32/88/90/1200x1200/1881256631.jpg']",5491165511908,29-01-2024,Frente,Muy luminoso,N,48,43,2,1,1,,,4,0,,,,,,,,1,,,0,14,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-1-ambiente-palermo-a-estrenar-51491228.html,115000,0.0,-34.5835908908,-58.4248912638,"https://maps.google.com/?q=-34.5835908908,-58.4248912638","['https://imgar.zonapropcdn.com/avisos/1/00/51/49/12/28/1200x1200/1866526850.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/51/49/12/28/1200x1200/1866526856.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/49/12/28/1200x1200/1866526857.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/49/12/28/1200x1200/1893860802.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/49/12/28/1200x1200/1893860799.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/49/12/28/1200x1200/1866526862.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/49/12/28/1200x1200/1893860800.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/49/12/28/1200x1200/1866526859.jpg']",5491131249100,29-01-2024,Frente,Muy luminoso,,39,33,,,1,,,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-emprendimiento-edificio-own-thame:-thames-378-p2-2-52826660.html,115000,0.0,-34.5965084,-58.4449423,"https://maps.google.com/?q=-34.5965084,-58.4449423","['https://imgar.zonapropcdn.com/avisos/1/00/52/82/66/60/1200x1200/1892888110.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/82/66/60/1200x1200/1892888106.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/82/66/60/1200x1200/1892888109.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/82/66/60/1200x1200/1892888107.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/82/66/60/1200x1200/1892888108.jpg']",5491150282689,29-01-2024,Frente,,,59,51,2,1,,,,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-qube-baez-601-52476606.html,88270,,-34.568322,-58.4348862,"https://maps.google.com/?q=-34.568322,-58.4348862","['https://imgar.zonapropcdn.com/avisos/1/00/52/47/66/06/1200x1200/1884556910.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/47/66/06/1200x1200/1884566494.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/47/66/06/1200x1200/1884556908.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/47/66/06/1200x1200/1884556906.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/47/66/06/1200x1200/1884556905.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/47/66/06/1200x1200/1889431992.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/47/66/06/1200x1200/1884565785.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/47/66/06/1200x1200/1884556904.jpg']",5491169327557,18-12-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-4-ambientes-frente-balcon-52326733.html,125000,60000.0,-34.598541,-58.4232843,"https://maps.google.com/?q=-34.598541,-58.4232843","['https://imgar.zonapropcdn.com/avisos/1/00/52/32/67/33/1200x1200/1881206170.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/32/67/33/1200x1200/1881206171.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/32/67/33/1200x1200/1881206189.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/32/67/33/1200x1200/1881206186.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/32/67/33/1200x1200/1881206176.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/32/67/33/1200x1200/1881206177.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/32/67/33/1200x1200/1881206179.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/32/67/33/1200x1200/1881206185.jpg']",5491122543051,29-01-2024,Frente,Muy luminoso,O,73,69,4,,1,50,,1,0,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-palermo-52753165.html,129000,90000.0,-34.5713923,-58.4419211,"https://maps.google.com/?q=-34.5713923,-58.4419211","['https://imgar.zonapropcdn.com/avisos/1/00/52/75/31/65/1200x1200/1891153439.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/75/31/65/1200x1200/1891153436.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/75/31/65/1200x1200/1891153431.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/75/31/65/1200x1200/1891153449.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/75/31/65/1200x1200/1891153433.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/75/31/65/1200x1200/1891153432.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/75/31/65/1200x1200/1891153429.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/75/31/65/1200x1200/1891153435.jpg']",5491122543051,29-01-2024,Frente,Muy luminoso,,67,61,3,,1,30,,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-monoambiente-dividido-2-52546477.html,82000,26000.0,-34.5837136,-58.4117369,"https://maps.google.com/?q=-34.5837136,-58.4117369","['https://imgar.zonapropcdn.com/avisos/1/00/52/54/64/77/1200x1200/1892027131.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/54/64/77/1200x1200/1892025602.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/54/64/77/1200x1200/1892025442.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/54/64/77/1200x1200/1892025600.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/54/64/77/1200x1200/1892025603.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/54/64/77/1200x1200/1892025443.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/54/64/77/1200x1200/1892025445.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/54/64/77/1200x1200/1892025516.jpg']",,29-01-2024,Frente,,NE,42,37,,,1,40,,1,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-lavalleja-park-49692186.html,57500,,-34.6024068,-58.4366093,"https://maps.google.com/?q=-34.6024068,-58.4366093","['https://imgar.zonapropcdn.com/avisos/1/00/49/69/21/86/1200x1200/1895360808.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/21/86/1200x1200/1841106743.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/21/86/1200x1200/1836277085.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/21/86/1200x1200/1850544812.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/21/86/1200x1200/1833852478.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/21/86/1200x1200/1839465590.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/69/21/86/1200x1200/1895360885.jpg']",5491158435766,18-01-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-excelente-oportunidad!-1-ambiente-con-balcon-terraza-a-52522452.html,88000,,-34.5985995,-58.446431,"https://maps.google.com/?q=-34.5985995,-58.446431","['https://imgar.zonapropcdn.com/avisos/1/00/52/52/24/52/1200x1200/1885599542.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/24/52/1200x1200/1885599555.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/24/52/1200x1200/1885599536.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/24/52/1200x1200/1885599544.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/24/52/1200x1200/1885599558.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/24/52/1200x1200/1885599532.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/24/52/1200x1200/1885599560.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/52/24/52/1200x1200/1885599550.jpg']",5491140796861,14-12-2023,Frente,,,43,37,,,1,,,,,,,,,,,,,1,,6,8,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-al-frente.-oportunidad!-52993815.html,95000,0.0,-34.5995779,-58.4429118,"https://maps.google.com/?q=-34.5995779,-58.4429118","['https://imgar.zonapropcdn.com/avisos/resize/1/00/52/99/38/15/1200x1200/1896508191.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/52/99/38/15/1200x1200/1896508195.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/52/99/38/15/1200x1200/1896508193.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/52/99/38/15/1200x1200/1896508192.jpg', 'https://imgar.zonapropcdn.com/avisos/resize/1/00/52/99/38/15/1200x1200/1896508190.jpg']",5491134804983,29-01-2024,Frente,,,53,43,2,1,1,En construcción,,5 o más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-las-canitas-monoambiente-full-49331911.html,95000,9500.0,-34.5672289,-58.4327562,"https://maps.google.com/?q=-34.5672289,-58.4327562","['https://imgar.zonapropcdn.com/avisos/1/00/49/33/19/11/1200x1200/1799358651.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/49/33/19/11/1200x1200/1799358662.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/33/19/11/1200x1200/1799358661.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/33/19/11/1200x1200/1799358652.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/33/19/11/1200x1200/1799358646.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/33/19/11/1200x1200/1799358656.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/33/19/11/1200x1200/1799358658.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/49/33/19/11/1200x1200/1799358653.jpg']",,29-01-2024,Frente,Muy luminoso,O,35,32,,,1,3,,1,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-nic-district-52388803.html,95000,,-34.5958272,-58.4320274,"https://maps.google.com/?q=-34.5958272,-58.4320274","['https://imgar.zonapropcdn.com/avisos/1/00/52/38/88/03/1200x1200/1882574800.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/38/88/03/1200x1200/1882574788.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/38/88/03/1200x1200/1882574808.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/38/88/03/1200x1200/1882902089.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/38/88/03/1200x1200/1882918663.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/38/88/03/1200x1200/1890330890.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/38/88/03/1200x1200/1882918665.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/38/88/03/1200x1200/1882574793.jpg']",5491130384878,02-12-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-las-canitas-52224451.html,93800,0.0,-34.568322,-58.4348862,"https://maps.google.com/?q=-34.568322,-58.4348862","['https://imgar.zonapropcdn.com/avisos/1/00/52/22/44/51/1200x1200/1878859421.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/22/44/51/1200x1200/1878859376.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/22/44/51/1200x1200/1878859372.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/22/44/51/1200x1200/1878859423.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/22/44/51/1200x1200/1878859420.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/22/44/51/1200x1200/1878859375.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/22/44/51/1200x1200/1878859425.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/22/44/51/1200x1200/1878859374.jpg']",5491165643207,29-01-2024,Frente,,N,38,33,,,,En construcción,,1,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-en-villa-urquiza-en-construccion-52799254.html,90000,0.0,-34.579123,-58.4664772,"https://maps.google.com/?q=-34.579123,-58.4664772","['https://imgar.zonapropcdn.com/avisos/1/00/52/79/92/54/1200x1200/1892228104.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/79/92/54/1200x1200/1892913078.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/79/92/54/1200x1200/1892913079.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/79/92/54/1200x1200/1892228101.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/79/92/54/1200x1200/1892228094.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/79/92/54/1200x1200/1892912905.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/79/92/54/1200x1200/1892913080.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/79/92/54/1200x1200/1892228107.jpg']",,25-01-2024,Frente,Muy luminoso,NO,46,41,,,1,En construcción,,1,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-de-1-ambiente-en-villa-crespo-de-52535019.html,73900,0.0,-34.6011214,-58.4530551,"https://maps.google.com/?q=-34.6011214,-58.4530551","['https://imgar.zonapropcdn.com/avisos/1/00/52/53/50/19/1200x1200/1885900917.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/53/50/19/1200x1200/1885900916.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/53/50/19/1200x1200/1885900915.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/53/50/19/1200x1200/1885900914.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/53/50/19/1200x1200/1885900918.jpg']",5491164820416,02-01-2024,Frente,,NE,37,33,,,1,En construcción,,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-remedios-escalada-de-san-martin-922-47808897.html,102375,,-34.6076565,-58.4466681,"https://maps.google.com/?q=-34.6076565,-58.4466681","['https://imgar.zonapropcdn.com/avisos/1/00/47/80/88/97/1200x1200/1837342333.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/47/80/88/97/1200x1200/1837344556.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/47/80/88/97/1200x1200/1837344687.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/47/80/88/97/1200x1200/1837344397.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/47/80/88/97/1200x1200/1837341392.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/47/80/88/97/1200x1200/1837341391.jpg']",,21-01-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-la-boheme-monoambiente-de-33-m-sup2--villa-crespo-51440136.html,55000,0.0,-34.6011214,-58.4530551,"https://maps.google.com/?q=-34.6011214,-58.4530551","['https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/36/1200x1200/1861365900.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/36/1200x1200/1861365899.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/36/1200x1200/1862825402.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/36/1200x1200/1865151878.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/36/1200x1200/1861365897.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/36/1200x1200/1862825403.jpg']",5491164820416,02-01-2024,Frente,,NE,33,33,,,1,En construcción,,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-de-2-ambientes-en-villa-crespo-51512174.html,120600,0.0,-34.6011214,-58.4530551,"https://maps.google.com/?q=-34.6011214,-58.4530551","['https://imgar.zonapropcdn.com/avisos/1/00/51/51/21/74/1200x1200/1862901323.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/51/51/21/74/1200x1200/1862901319.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/51/21/74/1200x1200/1862901331.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/51/21/74/1200x1200/1862901320.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/51/21/74/1200x1200/1862901322.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/51/21/74/1200x1200/1865152873.jpg']",5491164820416,29-01-2024,Frente,,NE,69,55,2,1,1,En construcción,,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-botanico-52842358.html,110000,0.0,-34.598601,-58.391431,"https://maps.google.com/?q=-34.598601,-58.391431","['https://imgar.zonapropcdn.com/avisos/1/00/52/84/23/58/1200x1200/1893210843.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/84/23/58/1200x1200/1893210851.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/84/23/58/1200x1200/1893210849.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/84/23/58/1200x1200/1893210842.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/84/23/58/1200x1200/1893210852.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/84/23/58/1200x1200/1893210845.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/84/23/58/1200x1200/1893210850.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/84/23/58/1200x1200/1893210841.jpg']",5491132119900,29-01-2024,Frente,Muy luminoso,O,48,40,2,1,1,En construcción,,5 o más,8,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-w22-52242235.html,51250,,-34.6044379,-58.4377797,"https://maps.google.com/?q=-34.6044379,-58.4377797","['https://imgar.zonapropcdn.com/avisos/1/00/52/24/22/35/1200x1200/1879274779.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/24/22/35/1200x1200/1879274773.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/24/22/35/1200x1200/1879274772.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/24/22/35/1200x1200/1879274776.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/24/22/35/1200x1200/1895415921.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/24/22/35/1200x1200/1879274775.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/24/22/35/1200x1200/1879274777.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/24/22/35/1200x1200/1879274780.jpg']",5491158435766,26-01-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-en-suite-50-vendido-pozo-villa-51255416.html,125000,0.0,-34.5925461,-58.4395178,"https://maps.google.com/?q=-34.5925461,-58.4395178","['https://imgar.zonapropcdn.com/avisos/1/00/51/25/54/16/1200x1200/1857389591.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/51/25/54/16/1200x1200/1857389593.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/25/54/16/1200x1200/1857389589.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/25/54/16/1200x1200/1857389590.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/25/54/16/1200x1200/1857389594.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/25/54/16/1200x1200/1857389595.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/25/54/16/1200x1200/1857389596.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/25/54/16/1200x1200/1857389592.jpg']",5491141595475,16-01-2024,Frente,,,61,54,2,,1,En construcción,,1,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-de-1-ambiente-en-villa-crespo-de-51440140.html,52300,0.0,-34.6011214,-58.4530551,"https://maps.google.com/?q=-34.6011214,-58.4530551","['https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/40/1200x1200/1861365942.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/40/1200x1200/1861365940.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/40/1200x1200/1862825445.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/40/1200x1200/1862825446.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/40/1200x1200/1865151987.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/51/44/01/40/1200x1200/1861365941.jpg']",5491164820416,02-01-2024,Frente,,NE,31,31,,,1,En construcción,,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-venta-apto-airbnb-excelente-ubicacion.-52916659.html,112000,43000.0,-34.57618857292082,-58.434904664754875,"https://maps.google.com/?q=-34.57618857292082,-58.434904664754875","['https://imgar.zonapropcdn.com/avisos/1/00/52/91/66/59/1200x1200/1895514598.jpg?isFirstImage=true', 'https://imgar.zonapropcdn.com/avisos/1/00/52/91/66/59/1200x1200/1894811892.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/91/66/59/1200x1200/1894811871.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/91/66/59/1200x1200/1894811884.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/91/66/59/1200x1200/1894811875.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/91/66/59/1200x1200/1894811873.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/91/66/59/1200x1200/1894811870.jpg', 'https://imgar.zonapropcdn.com/avisos/1/00/52/91/66/59/1200x1200/1894811881.jpg']",5491123233956,29-01-2024,Frente,,E,57,53,2,1,1,60,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,
